binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn,lqv_priority_score
Psychotria fluminensis,Rubiaceae,Psychotria fluminensis Vell.,tree,confirmed,85,NA,100.0,pure_endemic,Endemic,81,0,,,,,,,,,,,3
Psychotria formosa,Rubiaceae,Psychotria formosa Cham. & Schltdl.,tree,new to AF,10,NA,100.0,pure_endemic,Not in the AF,1,0,,,,,,,,,,,3
Psychotria glaziovii,Rubiaceae,Psychotria glaziovii Mull.Arg.,tree,confirmed,44,NA,100.0,pure_endemic,Endemic,35,0,,,,,,,,,,,3
Psychotria hastisepala,Rubiaceae,Psychotria hastisepala Mull.Arg.,shrub,confirmed,196,NA,92.66,near_endemic,Not endemic,147,10,,,,,,,,,,,3
Psychotria jambosioides,Rubiaceae,Psychotria jambosioides Schltdl.,tree,confirmed,146,NA,97.63,near_endemic,Endemic,123,3,,,,,,,,,,,3
Psychotria laciniata,Rubiaceae,Psychotria laciniata Vell.,shrub,confirmed,89,NA,100.0,pure_endemic,Endemic,88,0,,,,,,,,,,,3
Psychotria leitana,Rubiaceae,Psychotria leitana C.M.Taylor,shrub,confirmed,32,NA,100.0,pure_endemic,Endemic,31,0,,,,,,,,,,,3
Psychotria megalocalyx,Rubiaceae,Psychotria megalocalyx Mull.Arg.,shrub,confirmed,22,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,3
Psychotria mima,Rubiaceae,Psychotria mima Standl.,shrub,confirmed,15,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,,3
Psychotria nemorosa,Rubiaceae,Psychotria nemorosa Gardner,shrub,confirmed,371,NA,93.39,near_endemic,Not endemic,309,18,,,,,,,,,,,3
Psychotria nitidula,Rubiaceae,Psychotria nitidula Cham. & Schltdl.,shrub,confirmed,54,NA,97.83,near_endemic,Endemic,46,1,,,,,,,,,,,3
Psychotria niveobarbata,Rubiaceae,Psychotria niveobarbata (Mull.Arg.) Britton,shrub,confirmed,54,NA,89.55,near_endemic,Not endemic,29,2,,,,,,,,,,,3
Psychotria nuda,Rubiaceae,Psychotria nuda (Cham. & Schltdl.) Wawra,tree,confirmed,489,NA,99.84,near_endemic,Endemic,438,0,,,,,,,,,,,3
Psychotria pallens,Rubiaceae,Psychotria pallens Gardner,shrub,confirmed,78,NA,100.0,pure_endemic,Endemic,66,0,,,,,,,,,,,3
Psychotria pleiocephala,Rubiaceae,Psychotria pleiocephala Mull.Arg.,tree,confirmed,30,NA,94.87,near_endemic,Endemic,21,0,,,,,,,,,,,3
Psychotria pubigera,Rubiaceae,Psychotria pubigera Schltdl.,shrub,confirmed,100,NA,93.02,near_endemic,Endemic,89,6,,,,,,,,,,,3
Psychotria purpurascens,Rubiaceae,Psychotria purpurascens Mull.Arg.,shrub,confirmed,59,NA,100.0,pure_endemic,Endemic,54,0,,,,,,,,,,,3
Psychotria rhytidocarpa,Rubiaceae,Psychotria rhytidocarpa Mull.Arg.,shrub,confirmed,56,NA,97.44,near_endemic,Not endemic,38,1,,,,,,,,,,,3
Psychotria spathicalyx,Rubiaceae,Psychotria spathicalyx Mull.Arg.,shrub,confirmed,36,NA,100.0,pure_endemic,Not endemic,28,0,,,,,,,,,,,3
Psychotria stachyoides,Rubiaceae,Psychotria stachyoides Benth.,shrub,confirmed,410,NA,95.0,near_endemic,Not endemic,314,7,,,,,,,,,,,3
Psychotria stenocalyx,Rubiaceae,Psychotria stenocalyx Mull.Arg.,shrub,confirmed,53,NA,100.0,pure_endemic,Endemic,53,0,,,,,,,,,,,3
Psychotria subspathacea,Rubiaceae,Psychotria subspathacea Mull.Arg.,shrub,confirmed,38,NA,100.0,pure_endemic,Endemic,25,0,,,,,,,,,,,3
Psychotria subspathulata,Rubiaceae,Psychotria subspathulata (Mull.Arg.) C.M.Taylor,tree,confirmed,34,NA,91.67,near_endemic,Not endemic,12,1,,,,,,,,,,,3
Psychotria suterella,Rubiaceae,Psychotria suterella Mull.Arg.,tree,confirmed,618,NA,97.06,near_endemic,Endemic,555,10,,,,,,,,,,,3
Psychotria tenuinervis,Rubiaceae,Psychotria tenuinervis Mull.Arg.,shrub,confirmed,60,NA,100.0,pure_endemic,Endemic,55,0,,,,,,,,,,,3
Psychotria ulei,Rubiaceae,Psychotria ulei Standl.,shrub,confirmed,16,NA,100.0,pure_endemic,Endemic,11,0,,,,,,,,,,,3
Pterocarpus rohrii,Fabaceae,Pterocarpus rohrii Vahl,tree,confirmed,653,NA,55.46,widespread,Not endemic,268,240,,,,timber,yes,,,,,,3
Randia itatiaiae,Rubiaceae,Randia itatiaiae Silva Neto & ?Avila,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,3
Rhodostemonodaphne anomala,Lauraceae,Rhodostemonodaphne anomala (Mez) Rohwer,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,3
Rhodostemonodaphne capixabensis,Lauraceae,Rhodostemonodaphne capixabensis J.B. Baitello & Coe-Teix.,tree,confirmed,21,NA,100.0,pure_endemic,Endemic,21,0,,,,,,,,,,,3
Rhodostemonodaphne macrocalyx,Lauraceae,Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madrinan,tree,confirmed,89,NA,98.75,near_endemic,Not endemic,79,1,,,,,,,,,,,3
Riedeliella sessiliflora,Fabaceae,Riedeliella sessiliflora Kuhlm.,shrub,confirmed,1,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,,3
Riodocea pulcherrima,Rubiaceae,Riodocea pulcherrima Delprete,tree,confirmed,12,NA,100.0,pure_endemic,Endemic,12,0,,,,,,,,,,,3
Rudgea coriacea,Rubiaceae,Rudgea coriacea (Spreng.) K.Schum.,tree,confirmed,139,NA,100.0,pure_endemic,Endemic,126,0,,,,,,,,,,,3
Rudgea coronata,Rubiaceae,Rudgea coronata (Vell.) Mull.Arg.,tree,confirmed,216,NA,94.28,near_endemic,Endemic,157,9,,,,,,,,,,,3
Rudgea corymbulosa,Rubiaceae,Rudgea corymbulosa Benth.,shrub,confirmed,28,NA,100.0,pure_endemic,Not endemic,7,0,,,,,,,,,,,3
Rudgea crassifolia,Rubiaceae,Rudgea crassifolia Zappi & E.Lucas,tree,confirmed,53,NA,100.0,pure_endemic,Endemic,52,0,,,,,,,,,,,3
Rudgea discolor,Rubiaceae,Rudgea discolor Benth.,shrub,confirmed,11,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,,3
Rudgea gardenioides,Rubiaceae,Rudgea gardenioides (Cham.) Mull.Arg.,tree,confirmed,55,NA,100.0,pure_endemic,Endemic,48,0,,,,,,,,,,,3
Rudgea hileiabaiana,Rubiaceae,Rudgea hileiabaiana Zappi & Bruniera,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,3
Rudgea ilheotica,Rubiaceae,Rudgea ilheotica Mull.Arg.,shrub,confirmed,7,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,3
Rudgea insignis,Rubiaceae,Rudgea insignis Mull.Arg.,tree,confirmed,17,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,3
Rudgea interrupta,Rubiaceae,Rudgea interrupta Benth.,tree,confirmed,69,NA,100.0,pure_endemic,Endemic,65,0,,,,,,,,,,,3
Rudgea jasminoides,Rubiaceae,Rudgea jasminoides (Cham.) Mull.Arg.,tree,confirmed,819,NA,92.09,near_endemic,Endemic,635,41,,,,,,,,,,,3
Rudgea macrophylla,Rubiaceae,Rudgea macrophylla Benth.,tree,confirmed,42,NA,100.0,pure_endemic,Endemic,40,0,,,,,,,,,,,3
Rudgea minor,Rubiaceae,Rudgea minor (Cham.) Standl.,tree,confirmed,105,NA,100.0,pure_endemic,Endemic,67,0,,,,,,,,,,,3
Rudgea mouririoides,Rubiaceae,Rudgea mouririoides Standl.,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,,3
Rudgea nobilis,Rubiaceae,Rudgea nobilis Mull.Arg.,tree,confirmed,27,NA,100.0,pure_endemic,Endemic,21,0,,,,,,,,,,,3
Rudgea nodosa,Rubiaceae,Rudgea nodosa (Cham.) Benth.,tree,confirmed,36,NA,93.33,near_endemic,Endemic,28,1,,,,,,,,,,,3
Rudgea pachyphylla,Rubiaceae,Rudgea pachyphylla Mull.Arg.,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,,3
Rudgea parquioides,Rubiaceae,Rudgea parquioides (Cham.) Mull.Arg.,shrub,confirmed,241,NA,94.32,near_endemic,Not endemic,207,6,,,,,,,,,,,3
Rudgea recurva,Rubiaceae,Rudgea recurva Mull.Arg.,tree,confirmed,197,NA,99.38,near_endemic,Endemic,167,1,,,,,,,,,,,3
Rudgea reticulata,Rubiaceae,Rudgea reticulata Benth.,tree,confirmed,55,NA,100.0,pure_endemic,Endemic,41,0,,,,,,,,,,,3
Rudgea triflora,Rubiaceae,Rudgea triflora Benth.,tree,confirmed,27,NA,100.0,pure_endemic,Endemic,22,0,,,,,,,,,,,3
Rudgea umbrosa,Rubiaceae,Rudgea umbrosa Mull.Arg.,shrub,confirmed,59,NA,100.0,pure_endemic,Endemic,42,0,,,,,,,,,,,3
Rudgea vellerea,Rubiaceae,Rudgea vellerea Mull.Arg.,tree,confirmed,37,NA,100.0,pure_endemic,Endemic,28,0,,,,,,,,,,,3
Rustia angustifolia,Rubiaceae,Rustia angustifolia K.Schum.,tree,confirmed,22,NA,100.0,pure_endemic,Endemic,12,0,,,,,,,,,,,3
Rustia gracilis,Rubiaceae,Rustia gracilis K.Schum.,tree,confirmed,26,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,,3
Rustia simpsonii,Rubiaceae,Rustia simpsonii Delprete,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,3
Salzmannia arborea,Rubiaceae,Salzmannia arborea J.G. Jardim,tree,confirmed,23,NA,100.0,pure_endemic,Endemic,23,0,,,,,,,,,,,3
Salzmannia nitida,Rubiaceae,Salzmannia nitida DC.,shrub,confirmed,255,NA,98.8,near_endemic,Endemic,229,2,,,,,,,,,,,3
Schizocalyx cuspidatus,Rubiaceae,Schizocalyx cuspidatus (A.St.-Hil.) Kainul. & B. Bremer,tree,confirmed,117,NA,94.36,near_endemic,Not endemic,102,4,,,,,,,,,,,3
Schizolobium parahyba,Fabaceae,Schizolobium parahyba (Vell.) Blake,tree,confirmed,785,NA,44.0,widespread,Not endemic,209,344,,,,food | fuel | ornamental | timber,yes,,,,,,3
Schnella angulosa,Fabaceae,Schnella angulosa (Vogel) Wunderlin,shrub,confirmed,87,NA,94.52,near_endemic,Endemic,73,3,,,,,,,,,,,3
Senegalia giganticarpa,Fabaceae,Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger,tree,confirmed,39,NA,91.8,near_endemic,Endemic,28,2,,,,,,,,,,,3
Senegalia grandisiliqua,Fabaceae,Senegalia grandisiliqua (Benth.) Seigler & Ebinger,shrub,confirmed,12,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,,3
Senegalia irwinii,Fabaceae,"Senegalia irwinii Seigler, Ebinger, & P.G. Ribeiro",tree,confirmed,16,NA,96.55,near_endemic,Not endemic,14,0,,,,,,,,,,,3
Senegalia kallunkiae,Fabaceae,Senegalia kallunkiae (J.W.Grimes & Barneby) Seigler & Ebinger,tree,confirmed,17,NA,92.31,near_endemic,Not endemic,10,1,,,,,,,,,,,3
Senegalia lowei,Fabaceae,Senegalia lowei (L.Rico) Seigler & Ebinger,shrub,confirmed,9,NA,88.89,near_endemic,Endemic,8,1,,,,,,,,,,,3
Senegalia nitidifolia,Fabaceae,Senegalia nitidifolia (Speg.) Seigler & Ebinger,tree,confirmed,107,NA,98.89,near_endemic,Endemic,104,1,,,,,,,,,,,3
Senegalia pedicellata,Fabaceae,Senegalia pedicellata (Benth.) Seigler & Ebinger,shrub,confirmed,11,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,3
Senegalia polyphylla,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,tree,confirmed,1422,NA,22.83,widespread,Not endemic,253,773,,,,timber,yes,,,,,,3
Senegalia recurva,Fabaceae,Senegalia recurva (Benth.) Seigler & Ebinger,tree,confirmed,94,NA,91.6,near_endemic,Endemic,82,4,,,,,,,,,,,3
Senna affinis,Fabaceae,Senna affinis (Benth.) H.S.Irwin & Barneby,tree,confirmed,162,NA,96.81,near_endemic,Not endemic,139,5,,,,,,,,,,,3
Senna appendiculata,Fabaceae,Senna appendiculata (Vogel) Wiersema,shrub,confirmed,66,NA,100.0,pure_endemic,Not endemic,58,0,,,,,,,,,,,3
Senna araucarietorum,Fabaceae,Senna araucarietorum H.S.Irwin & Barneby,shrub,confirmed,85,NA,99.25,near_endemic,Endemic,78,0,,,,,,,,,,,3
Senna aristeguietae,Fabaceae,Senna aristeguietae H.S.Irwin & Barneby,shrub,confirmed,9,NA,100.0,pure_endemic,Not endemic,3,0,,,,,,,,,,,3
Senna formosa,Fabaceae,Senna formosa H.S.Irwin & Barneby,tree,confirmed,9,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,,3
Senna itatiaiae,Fabaceae,Senna itatiaiae H.S.Irwin & Barneby,shrub,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,3
Senna organensis,Fabaceae,Senna organensis (Glaz. ex Harms) H.S.Irwin,shrub,confirmed,45,NA,98.46,near_endemic,Endemic,39,0,,,,,,,,,,,3
Senna phlebadenia,Fabaceae,Senna phlebadenia H.S.Irwin & Barneby,tree,confirmed,75,NA,98.29,near_endemic,Not endemic,60,0,,,,,,,,,,,3
Senna spectabilis,Fabaceae,Senna spectabilis (DC.) H.S.Irwin & Barneby,tree,confirmed,658,NA,17.36,widespread,Not endemic,66,355,,,,fences | fuel | ornamental | timber,yes,,,,,,3
Senna tropica,Fabaceae,Senna tropica (Vell.) H.S.Irwin & Barneby,shrub,confirmed,102,NA,95.07,near_endemic,Endemic,83,3,,,,,,,,,,,3
Sideroxylon obtusifolium,Sapotaceae,Sideroxylon obtusifolium (Roem. & Schult.) T.D.Penn.,tree,confirmed,470,NA,15.36,widespread,Not endemic,56,274,,,,timber,yes,,,,,,3
Simira eliezeriana,Rubiaceae,Simira eliezeriana Peixoto,tree,confirmed,11,NA,100.0,pure_endemic,Endemic,11,0,,,,,,,,,,,3
Simira grazielae,Rubiaceae,Simira grazielae Peixoto,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,3
Simira hatschbachiorum,Rubiaceae,Simira hatschbachiorum J.H.Kirkbr.,tree,confirmed,12,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,,3
Simira rubra,Rubiaceae,Simira rubra (Mart.) Steyerm.,tree,confirmed,8,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,3
Simira viridiflora,Rubiaceae,Simira viridiflora (Allemao & Saldanha) Steyerm.,tree,confirmed,29,NA,100.0,pure_endemic,Endemic,25,0,,,,,,,,,,,3
Simira walteri,Rubiaceae,Simira walteri Silva Neto & Callado,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,3
Siphoneugena delicata,Myrtaceae,Siphoneugena delicata Sobral & Proen??a,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,3
Siphoneugena guilfoyleiana,Myrtaceae,Siphoneugena guilfoyleiana Proen??a,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,13,4,,,,,,,,,,,3
Siphoneugena kiaerskoviana,Myrtaceae,Siphoneugena kiaerskoviana (Burret) Kausel,tree,confirmed,19,NA,100.0,pure_endemic,Not endemic,16,0,,,,,,,,,,,3
Siphoneugena kuhlmannii,Myrtaceae,Siphoneugena kuhlmannii Mattos,tree,confirmed,22,NA,94.44,near_endemic,Endemic,17,0,,,,,,,,,,,3
Siphoneugena reitzii,Myrtaceae,Siphoneugena reitzii D.Legrand,tree,confirmed,143,NA,99.2,near_endemic,Endemic,137,1,,,,,,,,,,,3
Sorocea carautana,Moraceae,Sorocea carautana M.D.M.Vianna et al.,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,,3
Sorocea hilarii,Moraceae,Sorocea hilarii Gaudich.,tree,confirmed,282,NA,100.0,pure_endemic,Not endemic,270,0,,,,,,,,,,,3
Sorocea jureiana,Moraceae,Sorocea jureiana Romaniuc,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,3
Sorocea racemosa,Moraceae,Sorocea racemosa Gaudich.,tree,confirmed,112,NA,99.53,near_endemic,Endemic,110,0,,,,,,,,,,,3
Sphinctanthus insignis,Rubiaceae,Sphinctanthus insignis Steyerm.,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,3
Stryphnodendron pulcherrimum,Fabaceae,Stryphnodendron pulcherrimum (Willd.) Hochr.,tree,confirmed,447,NA,30.76,widespread,Not endemic,111,251,,,,timber,yes,,,,,,3
Swartzia alternifoliolata,Fabaceae,Swartzia alternifoliolata Mansano,tree,confirmed,14,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,,3
Swartzia apetala,Fabaceae,Swartzia apetala Raddi,tree,confirmed,681,NA,95.23,near_endemic,Not endemic,552,20,,,,,,,,,,,3
Swartzia arenophila,Fabaceae,"Swartzia arenophila R. B. Pinto, Torke & Mansano",tree,confirmed,7,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,,3
Swartzia bahiensis,Fabaceae,Swartzia bahiensis R.S.Cowan,tree,new to AF,46,NA,97.33,near_endemic,Not in the AF,36,0,,,,,,,,,,,3
Swartzia euxylophora,Fabaceae,Swartzia euxylophora Rizzini & A.Mattos,tree,new to AF,4,NA,100.0,pure_endemic,Not in the AF,4,0,,,,,,,,,,,3
Swartzia glazioviana,Fabaceae,Swartzia glazioviana (Taub.) Glaz.,tree,confirmed,31,NA,100.0,pure_endemic,Endemic,31,0,,,,,,,,,,,3
Swartzia langsdorffii,Fabaceae,Swartzia langsdorffii Raddi,tree,confirmed,111,NA,95.06,near_endemic,Endemic,87,3,,,,,,,,,,,3
Swartzia linharensis,Fabaceae,Swartzia linharensis Mansano,tree,confirmed,19,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,,3
Swartzia micrantha,Fabaceae,Swartzia micrantha R.S.Cowan,tree,confirmed,14,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,,3
Swartzia oblata,Fabaceae,Swartzia oblata R.S.Cowan,tree,confirmed,113,NA,99.51,near_endemic,Endemic,101,0,,,,,,,,,,,3
Swartzia pickelii,Fabaceae,Swartzia pickelii Killip ex Ducke,tree,confirmed,65,NA,91.59,near_endemic,Not endemic,55,5,,,,,,,,,,,3
Swartzia pinheiroana,Fabaceae,Swartzia pinheiroana R.S.Cowan,shrub,confirmed,8,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,,3
Swartzia polita,Fabaceae,Swartzia polita (R.S.Cowan) Torke,tree,confirmed,63,NA,100.0,pure_endemic,Endemic,61,0,,,,,,,,,,,3
Swartzia revoluta,Fabaceae,"Swartzia revoluta R. B. Pinto, Torke & Mansano",tree,confirmed,10,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,3
Swartzia riedelii,Fabaceae,Swartzia riedelii R.S.Cowan,tree,confirmed,38,NA,100.0,pure_endemic,Endemic,36,0,,,,,,,,,,,3
Swartzia submarginata,Fabaceae,Swartzia submarginata (Benth.) Mansano,tree,confirmed,36,NA,100.0,pure_endemic,Endemic,32,0,,,,,,,,,,,3
Swartzia submontana,Fabaceae,"Swartzia submontana R. B. Pinto, Torke & Mansano",tree,confirmed,6,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,3
Swartzia thomasii,Fabaceae,"Swartzia thomasii R. B. Pinto, Torke & Mansano",tree,confirmed,11,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,,3
Sweetia fruticosa,Fabaceae,Sweetia fruticosa Spreng.,tree,confirmed,130,NA,68.06,widespread,Not endemic,54,21,,,,timber,yes,,,,,,3
Swietenia macrophylla,Meliaceae,Swietenia macrophylla King,tree,confirmed,130,cultivated,2.56,occasional,Not endemic,1,100,,,,lipids | medicinal | ornamental | resins_gums | timber,yes,,,,,,3
Syagrus hoehnei,Arecaceae,Syagrus hoehnei Burret,tree,confirmed,29,NA,100.0,pure_endemic,Endemic,29,0,,,,,,,,,,,3
Syagrus insignis,Arecaceae,Syagrus insignis (Rob.) Becc.,tree,confirmed,33,NA,100.0,pure_endemic,Endemic,33,0,,,,,,,,,,,3
Syagrus kellyana,Arecaceae,Syagrus kellyana Noblick & Lorenzi,tree,confirmed,2,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,3
Syagrus lorenzoniorum,Arecaceae,Syagrus lorenzoniorum Noblick & Lorenzi,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,3
Syagrus macrocarpa,Arecaceae,Syagrus macrocarpa Barb.Rodr.,tree,confirmed,21,NA,94.74,near_endemic,Endemic,18,1,,,,,,,,,,,3
Syagrus picrophylla,Arecaceae,Syagrus picrophylla Barb.Rodr.,tree,confirmed,11,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,3
Syagrus pseudococos,Arecaceae,Syagrus pseudococos (Raddi) Glassman,tree,confirmed,28,NA,100.0,pure_endemic,Endemic,24,0,,,,,,,,,,,3
Syagrus ruschiana,Arecaceae,Syagrus ruschiana (Bondar) Glassman,tree,confirmed,15,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,,3
Syagrus santosii,Arecaceae,Syagrus santosii K. Soares & C. A. Guim.,shrub,confirmed,3,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,,3
Syagrus schizophylla,Arecaceae,Syagrus schizophylla (Mart.) Glassman,shrub,confirmed,76,NA,96.36,near_endemic,Endemic,59,1,,,,,,,,,,,3
Syagrus weddelliana,Arecaceae,Syagrus weddelliana (H.Wendl.) Becc.,shrub,confirmed,18,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,,3
Tabebuia aurea,Bignoniaceae,Tabebuia aurea (Silva Manso) Benth. & Hook.f. ex S.Moore,tree,confirmed,438,NA,7.0,occasional,Not endemic,19,312,,,,ornamental | timber,yes,,,,,,3
Tabebuia cassinoides,Bignoniaceae,Tabebuia cassinoides (Lam.) DC.,tree,confirmed,96,NA,100.0,pure_endemic,Endemic,92,1,,,,,,,,,,,3
Tabebuia elliptica,Bignoniaceae,Tabebuia elliptica (DC.) Sandwith,tree,confirmed,139,NA,98.5,near_endemic,Endemic,118,1,,,,,,,,,,,3
Tabebuia insignis,Bignoniaceae,Tabebuia insignis (Miq.) Sandwith,tree,confirmed,162,NA,4.19,occasional,Not endemic,9,114,,,,timber,yes,,,,,,3
Tabebuia obtusifolia,Bignoniaceae,Tabebuia obtusifolia (Cham.) Bureau,tree,confirmed,33,NA,100.0,pure_endemic,Not endemic,28,0,,,,,,,,,,,3
Tabebuia stenocalyx,Bignoniaceae,Tabebuia stenocalyx Sprague & Stapf,tree,confirmed,61,NA,91.89,near_endemic,Endemic,46,3,,,,,,,,,,,3
Tachigali aurea,Fabaceae,Tachigali aurea Tul.,tree,new to AF,313,NA,2.12,occasional,Not in the AF,3,219,,,,timber,yes,,,,,,3
Tachigali beaurepairei,Fabaceae,Tachigali beaurepairei (Harms) L.G.Silva & H.C.Lima,tree,confirmed,22,NA,91.67,near_endemic,Endemic,11,1,,,,,,,,,,,3
Tachigali densiflora,Fabaceae,Tachigali densiflora (Benth.) L.G.Silva & H.C.Lima,tree,confirmed,115,NA,99.48,near_endemic,Endemic,99,0,,,,,,,,,,,3
Tachigali denudata,Fabaceae,Tachigali denudata (Vogel) Oliveira-Filho,tree,confirmed,107,NA,98.53,near_endemic,Endemic,92,1,,,,,,,,,,,3
Tachigali duckei,Fabaceae,Tachigali duckei (Dwyer) Oliveira-Filho,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,3
Tachigali friburgensis,Fabaceae,Tachigali friburgensis (Harms) L.G.Silva & H.C.Lima,tree,confirmed,39,NA,100.0,pure_endemic,Endemic,28,0,,,,,,,,,,,3
Tachigali paratyensis,Fabaceae,Tachigali paratyensis (Vell.) H.C.Lima,tree,confirmed,69,NA,99.15,near_endemic,Endemic,63,0,,,,,,,,,,,3
Tachigali spathulipetala,Fabaceae,"Tachigali spathulipetala L.F. Gomes da Silva, L.J.T. Cardoso, D.B.O.S. Cardoso & H.C. Lima",tree,not in the BF.2020,17,NA,100.0,pure_endemic,NA,17,0,,,,,,,,,,,3
Tachigali urbaniana,Fabaceae,Tachigali urbaniana (Harms) L.G.Silva & H.C.Lima,tree,confirmed,13,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,3
Tachigali vulgaris,Fabaceae,Tachigali vulgaris L.G.Silva & H.C.Lima,tree,new to AF,440,NA,3.43,occasional,Not in the AF,8,343,,,,timber,yes,,,,,,3
Tocoyena bullata,Rubiaceae,Tocoyena bullata (Vell.) Mart.,shrub,confirmed,155,NA,97.33,near_endemic,Not endemic,128,3,,,,,,,,,,,3
Trichilia blanchetii,Meliaceae,Trichilia blanchetii C.DC.,shrub,confirmed,11,NA,100.0,pure_endemic,Not endemic,4,0,,,,,,,,,,,3
Trichilia casaretti,Meliaceae,Trichilia casaretti C.DC.,tree,confirmed,256,NA,94.95,near_endemic,Not endemic,202,16,,,,,,,,,,,3
Trichilia florbranca,Meliaceae,Trichilia florbranca T.D.Penn.,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,3
Trichilia lepidota,Meliaceae,Trichilia lepidota Mart.,tree,confirmed,204,NA,93.49,near_endemic,Endemic,152,6,,,,,,,,,,,3
Trichilia luciae,Meliaceae,Trichilia luciae Barreiros,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,3
Trichilia magnifoliola,Meliaceae,Trichilia magnifoliola T.D.Penn.,tree,confirmed,19,NA,100.0,pure_endemic,Endemic,18,0,,,,,,,,,,,3
Trichilia pallens,Meliaceae,Trichilia pallens C.DC.,tree,confirmed,265,NA,92.96,near_endemic,Not endemic,229,10,,,,,,,,,,,3
Trichilia pseudostipularis,Meliaceae,Trichilia pseudostipularis (A.Juss.) C.DC.,tree,confirmed,104,NA,100.0,pure_endemic,Endemic,89,0,,,,,,,,,,,3
Trichilia ramalhoi,Meliaceae,Trichilia ramalhoi Rizzini,tree,confirmed,27,NA,96.15,near_endemic,Endemic,19,1,,,,,,,,,,,3
Trichilia silvatica,Meliaceae,Trichilia silvatica C.DC.,tree,confirmed,105,NA,97.09,near_endemic,Not endemic,80,1,,,,,,,,,,,3
Trichilia tetrapetala,Meliaceae,Trichilia tetrapetala C.DC.,tree,confirmed,32,NA,90.48,near_endemic,Endemic,21,2,,,,,,,,,,,3
Trigynaea axilliflora,Annonaceae,Trigynaea axilliflora D.M.Johnson & N.A.Murray,tree,confirmed,12,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,,3
Trigynaea oblongifolia,Annonaceae,Trigynaea oblongifolia Schltdl.,tree,confirmed,15,NA,90.91,near_endemic,Endemic,10,1,,,,,,,,,,,3
